ptl,etal,energyl,ptj,etaj,energyj,massj,mjj,rjj,rjl,met,n21_1,n21_2,n32_1,n32_2,infl,drfl
125.352,0.723129,159.58,171.204,1.24351,323.186,32.6578,379.543,2.98647,3.02524,1416.51,0.569656,0.62703,0.465673,0.788455,380.732,0.587461
202.629,-0.457703,224.227,150.683,-1.8342,483.954,16.2429,275.452,2.31162,1.41216,743.044,0.24781,0.554386,0.245092,0.498214,157.153,2.17089
164.681,-1.74359,485.211,171.07,-0.461391,190.665,20.079,142.619,1.01595,1.29225,1271.96,0.129331,0.726231,0.49101,0.723804,84.1717,0.696019
227.316,1.43721,505.383,145.444,1.25921,277.376,17.6146,86.3551,0.731855,0.40771,1131.14,0.108999,0.300201,0,0.528223,234.543,3.41378
168.231,1.31976,337.28,124.698,1.2243,231.061,17.1163,74.1535,1.1089,0.100274,736.55,0.551725,0.745137,0.391573,0.58282,137.319,2.26955
98.5131,0.989654,150.824,258.44,0.0831075,261.159,30.8271,390.625,2.33961,1.9763,368.59,0.262354,0.424581,0.312668,0.536544,134.311,2.12319
140.498,0.579418,164.75,274.776,0.792212,371.609,66.5316,555.768,3.78111,0.557158,826.74,0.144244,0.437738,0.652006,0.76715,393.984,0.906995
207.843,1.14855,360.681,253.616,0.930072,371.984,19.942,217.046,1.37345,2.78882,496.86,0.147237,0.54983,0.214023,0.339776,187.43,1.73838
137.46,0.572102,160.576,169.051,-0.439953,186.408,16.4978,239.463,2.1022,1.01212,324.686,0.378127,0.542591,0.310793,0.442522,97.3164,1.25638
151.4,-0.75195,196.258,206.841,-0.0674109,208.395,21.2287,257.905,3.18278,2.93179,54.0549,0.127573,0.391297,0.440251,0.682287,103.467,1.13656
200.815,0.371408,214.825,136.409,0.831099,186.719,12.5733,67.7595,0.793937,3.08706,1118.5,0.0499848,0.472059,0.26393,0.661171,162.077,0.62472
164.355,0.131379,165.775,275.696,-0.256192,287.865,41.9438,385.392,2.07508,2.61109,298.219,0.558535,0.578935,0.521317,0.54848,176.231,2.59087
220.426,0.297929,230.281,196.94,1.52082,473.572,37.1113,126.231,1.17775,1.22355,188.51,0,0.294789,0.748542,0.773879,153.677,2.08744
153.529,-0.755797,199.507,602.369,-0.148466,614.552,82.2788,928.08,3.15637,0.706656,861.957,0.283383,0.327151,0.501378,0.677742,288.342,0.537864
172.658,-0.0948071,173.434,130.106,0.0318913,131.156,16.0336,84.5366,1.98094,0.126844,224.023,0,0.351079,0.381202,0.870518,139.089,1.96107
